source_file,Hospital Centinela,Total de casos,Nº casos positivos,VRS,Ad,Para,Inf A,Inf B,semana,año
SE24_18-06-2019.pdf,R.M. Suroriente Padre Hurtado,79,39,22,0,5,10,0,SE24,2019
SE24_18-06-2019.pdf,R.M. Oriente Hospital del Tórax,73,16,0,4,2,8,2,SE24,2019
SE24_18-06-2019.pdf,R.M. Oriente Hospital Militar,22,6,2,0,2,2,0,SE24,2019
SE24_18-06-2019.pdf,"Santiago, Consultorio Steeger",7,4,1,0,0,1,2,SE24,2019
SE24_18-06-2019.pdf,"Santiago, Consultorio Avendaño",8,4,1,0,0,2,1,SE24,2019
SE24_18-06-2019.pdf,"Santiago, Consultorio Barros Luco",17,6,0,1,1,4,0,SE24,2019
SE24_18-06-2019.pdf,"Santiago, Consultorio Ariztía",20,10,0,0,0,8,2,SE24,2019
SE24_18-06-2019.pdf,Otros R.M**,15,15,0,0,0,10,5,SE24,2019
SE23_11-06-2019.pdf,R.M. Sur Exequiel González C.,79,30,19,1,8,2,0,SE23,2019
SE23_11-06-2019.pdf,R.M. Occidente Félix Bulnes,129,55,30,2,6,14,2,SE23,2019
SE23_11-06-2019.pdf,R.M. Occidente San Juan de Dios,372,139,4,3,7,121,4,SE23,2019
SE23_11-06-2019.pdf,R.M. Suroriente Padre Hurtado,72,22,9,2,6,4,0,SE23,2019
SE23_11-06-2019.pdf,R.M. Oriente Hospital del Tórax,70,15,2,6,3,4,0,SE23,2019
SE23_11-06-2019.pdf,R.M. Oriente Hospital Militar,30,9,5,0,0,4,0,SE23,2019
SE23_11-06-2019.pdf,"Santiago, Consultorio Steeger",19,13,2,0,1,9,1,SE23,2019
SE23_11-06-2019.pdf,"Santiago, Consultorio Avendaño",20,14,2,1,1,9,1,SE23,2019
SE23_11-06-2019.pdf,"Santiago, Consultorio 5",1,1,0,0,0,1,0,SE23,2019
SE23_11-06-2019.pdf,"Santiago, Consultorio Barros Luco",11,4,2,0,0,2,0,SE23,2019
SE23_11-06-2019.pdf,"Santiago, Consultorio Ariztía",8,3,0,1,2,0,0,SE23,2019
SE23_11-06-2019.pdf,Otros R.M**,22,22,0,0,0,19,3,SE23,2019
SE42_20-10-2020.pdf,R.M. Sur Exequiel González C.,5,0,0,0,0,0,0,SE42,2020
SE42_20-10-2020.pdf,R.M. Occidente Félix Bulnes,13,1,0,1,0,0,0,SE42,2020
SE42_20-10-2020.pdf,R.M. Occidente San Juan de Dios,87,2,0,0,2,0,0,SE42,2020
SE42_20-10-2020.pdf,R.M. Suroriente Padre Hurtado,4,0,0,0,0,0,0,SE42,2020
SE42_20-10-2020.pdf,R.M. Oriente Hospital del Tórax,24,2,0,0,0,0,0,SE42,2020
SE19_17-05-2022.pdf,R.M. Sur Exequiel González C.,42,8,5,0,2,1,0,SE19,2022
SE19_17-05-2022.pdf,R.M. Occidente Félix Bulnes,82,38,17,3,15,3,0,SE19,2022
SE19_17-05-2022.pdf,R.M. Occidente San Juan de Dios,67,15,0,1,5,4,0,SE19,2022
SE19_17-05-2022.pdf,R.M. Suroriente Padre Hurtado*,0,0,0,0,0,0,0,SE19,2022
SE19_17-05-2022.pdf,R.M. Oriente Hospital del Tórax,5,0,0,0,0,0,0,SE19,2022
SE19_17-05-2022.pdf,R.M. Oriente Hospital Militar,13,5,2,0,0,1,0,SE19,2022
SE19_17-05-2022.pdf,"Santiago, Consultorio Steeger",10,7,4,1,2,0,0,SE19,2022
SE19_17-05-2022.pdf,"Santiago, Consultorio Avendaño",1,0,0,0,0,0,0,SE19,2022
SE19_17-05-2022.pdf,"Santiago, Consultorio 5",1,0,0,0,0,0,0,SE19,2022
SE19_17-05-2022.pdf,"Santiago, Consultorio Ariztía",1,0,0,0,0,0,0,SE19,2022
SE19_17-05-2022.pdf,Otros R.M**,3,3,0,0,0,3,0,SE19,2022
SE31_06-08-2024.pdf,R.M. Sur Exequiel González C.,109,70,33,0,4,0,0,SE31,2024
SE31_06-08-2024.pdf,R.M. Occidente Félix Bulnes,167,97,37,6,8,0,1,SE31,2024
SE31_06-08-2024.pdf,R.M. Occidente San Juan de Dios,153,43,19,1,2,0,0,SE31,2024
SE31_06-08-2024.pdf,R.M. Suroriente Padre Hurtado,198,59,43,4,0,0,0,SE31,2024
SE31_06-08-2024.pdf,R.M. Oriente Hospital del Tórax,23,9,3,0,0,1,0,SE31,2024
SE31_06-08-2024.pdf,R.M. Oriente Hospital Militar,18,4,2,0,0,0,0,SE31,2024
SE31_06-08-2024.pdf,"Santiago, Consultorio Steeger",1,1,0,0,0,0,0,SE31,2024
SE31_06-08-2024.pdf,"Santiago, Consultorio Avendaño",7,5,2,0,0,0,1,SE31,2024
SE31_06-08-2024.pdf,"Santiago, Consultorio 5",9,6,5,0,0,0,1,SE31,2024
SE31_06-08-2024.pdf,"Santiago, Consultorio Barros Luco",6,1,0,0,0,0,0,SE31,2024
SE31_06-08-2024.pdf,"Santiago, Consultorio Ariztía",16,13,2,0,1,0,0,SE31,2024
SE31_06-08-2024.pdf,Otros R.M**,1,1,0,0,0,0,1,SE31,2024
SE38_28-09-2021.pdf,R.M. Sur Exequiel González C.,45,27,22,0,4,0,0,SE38,2021
SE38_28-09-2021.pdf,R.M. Occidente Félix Bulnes,51,25,19,0,6,0,0,SE38,2021
SE38_28-09-2021.pdf,R.M. Occidente San Juan de Dios,26,5,3,1,1,0,0,SE38,2021
SE38_28-09-2021.pdf,R.M. Suroriente Padre Hurtado,50,19,18,1,0,0,0,SE38,2021
SE38_28-09-2021.pdf,R.M. Oriente Hospital del Tórax,4,0,0,0,0,0,0,SE38,2021
SE38_28-09-2021.pdf,"Santiago, Consultorio Avendaño",1,0,0,0,0,0,0,SE38,2021
SE38_28-09-2021.pdf,"Santiago, Consultorio 5",2,0,0,0,0,0,0,SE38,2021
SE06_12-02-2019.pdf,R.M. Sur Exequiel González C.,16,2,0,1,1,0,0,SE06,2019
SE06_12-02-2019.pdf,R.M. Occidente Félix Bulnes,39,7,4,2,1,0,0,SE06,2019
SE06_12-02-2019.pdf,R.M. Occidente San Juan de Dios,20,2,0,1,0,0,1,SE06,2019
SE06_12-02-2019.pdf,R.M. Suroriente Padre Hurtado,16,0,0,0,0,0,0,SE06,2019
SE06_12-02-2019.pdf,R.M. Oriente Hospital del Tórax,4,0,0,0,0,0,0,SE06,2019
SE06_12-02-2019.pdf,R.M. Oriente Hospital Militar,7,0,0,0,0,0,0,SE06,2019
SE06_12-02-2019.pdf,Otros R.M**,3,3,0,0,0,0,3,SE06,2019
SE37_21-09-2021.pdf,R.M. Sur Exequiel González C.,28,13,12,0,1,0,0,SE37,2021
SE37_21-09-2021.pdf,R.M. Occidente Félix Bulnes,46,21,17,1,3,0,0,SE37,2021
SE37_21-09-2021.pdf,R.M. Occidente San Juan de Dios,29,5,4,0,1,0,0,SE37,2021
SE37_21-09-2021.pdf,R.M. Suroriente Padre Hurtado,40,22,21,1,0,0,0,SE37,2021
SE37_21-09-2021.pdf,R.M. Oriente Hospital del Tórax,1,0,0,0,0,0,0,SE37,2021
SE37_21-09-2021.pdf,R.M. Oriente Hospital Militar,13,0,0,0,0,0,0,SE37,2021
SE37_21-09-2021.pdf,"Santiago, Consultorio Avendaño",1,0,0,0,0,0,0,SE37,2021
SE37_21-09-2021.pdf,"Santiago, Consultorio 5",3,0,0,0,0,0,0,SE37,2021
SE31_06-08-2019.pdf,R.M. Sur Exequiel González C.,92,67,59,0,1,0,4,SE31,2019
SE31_06-08-2019.pdf,R.M. Occidente Félix Bulnes,137,78,59,5,5,1,5,SE31,2019
SE31_06-08-2019.pdf,R.M. Occidente San Juan de Dios,170,37,20,2,2,3,10,SE31,2019
SE31_06-08-2019.pdf,R.M. Suroriente Padre Hurtado,89,44,36,6,1,0,0,SE31,2019
SE31_06-08-2019.pdf,R.M. Oriente Hospital del Tórax,42,4,2,0,2,0,0,SE31,2019
SE31_06-08-2019.pdf,R.M. Oriente Hospital Militar,13,4,1,0,1,0,0,SE31,2019
SE31_06-08-2019.pdf,"Santiago, Consultorio Steeger",1,1,1,0,0,0,0,SE31,2019
SE31_06-08-2019.pdf,"Santiago, Consultorio Avendaño",8,6,0,0,1,0,5,SE31,2019
SE31_06-08-2019.pdf,"Santiago, Consultorio Barros Luco",2,2,0,0,0,0,2,SE31,2019
SE31_06-08-2019.pdf,"Santiago, Consultorio Ariztía",5,1,0,0,0,0,1,SE31,2019
SE31_06-08-2019.pdf,Otros R.M**,15,15,0,0,0,4,11,SE31,2019
SE27_12-07-2022.pdf,R.M. Sur Exequiel González C.,64,25,23,0,0,0,0,SE27,2022
SE27_12-07-2022.pdf,R.M. Occidente Félix Bulnes,150,101,53,4,18,5,0,SE27,2022
SE27_12-07-2022.pdf,R.M. Occidente San Juan de Dios,89,35,13,1,1,7,0,SE27,2022
SE27_12-07-2022.pdf,R.M. Suroriente Padre Hurtado,97,25,13,0,1,9,0,SE27,2022
SE27_12-07-2022.pdf,R.M. Oriente Hospital del Tórax,2,1,1,0,0,0,0,SE27,2022
SE27_12-07-2022.pdf,R.M. Oriente Hospital Militar,16,11,1,0,0,5,0,SE27,2022
SE27_12-07-2022.pdf,"Santiago, Consultorio Steeger",11,9,2,1,0,0,0,SE27,2022
SE27_12-07-2022.pdf,"Santiago, Consultorio Barros Luco",6,0,0,0,0,0,0,SE27,2022
SE27_12-07-2022.pdf,Otros R.M**,10,10,0,0,0,10,0,SE27,2022
SE04_01-02-2022.pdf,R.M. Sur Exequiel González C.,18,0,0,0,0,0,0,SE04,2022
SE04_01-02-2022.pdf,R.M. Occidente Félix Bulnes,41,4,0,1,3,0,0,SE04,2022
SE04_01-02-2022.pdf,R.M. Occidente San Juan de Dios,47,11,0,0,0,3,0,SE04,2022
SE04_01-02-2022.pdf,R.M. Suroriente Padre Hurtado,44,10,1,0,0,9,0,SE04,2022
SE04_01-02-2022.pdf,R.M. Oriente Hospital del Tórax,7,1,0,0,1,0,0,SE04,2022
SE04_01-02-2022.pdf,R.M. Oriente Hospital Militar,15,10,0,0,0,0,0,SE04,2022
SE04_01-02-2022.pdf,"Santiago, Consultorio Ariztía",1,1,0,0,1,0,0,SE04,2022
SE04_01-02-2022.pdf,Otros R.M**,13,13,0,0,0,13,0,SE04,2022
SE21_31-05-2022.pdf,R.M. Sur Exequiel González C.,64,21,19,0,0,1,0,SE21,2022
SE21_31-05-2022.pdf,R.M. Occidente Félix Bulnes,103,58,42,1,5,2,0,SE21,2022
SE21_31-05-2022.pdf,R.M. Occidente San Juan de Dios,67,20,8,0,6,2,0,SE21,2022
SE21_31-05-2022.pdf,R.M. Suroriente Padre Hurtado,122,37,34,0,0,2,1,SE21,2022
SE21_31-05-2022.pdf,R.M. Oriente Hospital del Tórax,13,9,3,1,1,3,0,SE21,2022
SE21_31-05-2022.pdf,R.M. Oriente Hospital Militar,14,9,6,0,0,0,0,SE21,2022
SE21_31-05-2022.pdf,"Santiago, Consultorio Steeger",4,2,2,0,0,0,0,SE21,2022
SE21_31-05-2022.pdf,"Santiago, Consultorio Avendaño",1,0,0,0,0,0,0,SE21,2022
SE21_31-05-2022.pdf,"Santiago, Consultorio 5",5,0,0,0,0,0,0,SE21,2022
SE21_31-05-2022.pdf,"Santiago, Consultorio Ariztía",1,0,0,0,0,0,0,SE21,2022
SE21_31-05-2022.pdf,Otros R.M**,7,7,0,0,0,7,0,SE21,2022
SE27_07-07-2020.pdf,R.M. Sur Exequiel González C.,4,0,0,0,0,0,0,SE27,2020
SE27_07-07-2020.pdf,R.M. Occidente Félix Bulnes*,0,0,0,0,0,0,0,SE27,2020
SE27_07-07-2020.pdf,R.M. Occidente San Juan de Dios,151,0,0,0,0,0,0,SE27,2020
SE27_07-07-2020.pdf,R.M. Suroriente Padre Hurtado,0,0,0,0,0,0,0,SE27,2020
SE27_07-07-2020.pdf,R.M. Oriente Hospital del Tórax,34,0,0,0,0,0,0,SE27,2020
SE27_07-07-2020.pdf,R.M. Oriente Hospital Militar,19,0,0,0,0,0,0,SE27,2020
SE12_29-03-2022.pdf,R.M. Sur Exequiel González C.,13,0,0,0,0,0,0,SE12,2022
SE12_29-03-2022.pdf,R.M. Occidente Félix Bulnes,45,4,0,3,1,0,0,SE12,2022
SE12_29-03-2022.pdf,R.M. Occidente San Juan de Dios,24,1,0,0,0,0,0,SE12,2022
SE12_29-03-2022.pdf,R.M. Suroriente Padre Hurtado,28,2,2,0,0,0,0,SE12,2022
SE12_29-03-2022.pdf,R.M. Oriente Hospital del Tórax,4,0,0,0,0,0,0,SE12,2022
SE12_29-03-2022.pdf,R.M. Oriente Hospital Militar,10,2,0,0,0,0,0,SE12,2022
SE12_29-03-2022.pdf,Otros R.M**,3,0,0,0,0,0,0,SE12,2022
SE49_10-12-2019.pdf,R.M. Sur Exequiel González C.*,0,0,0,0,0,0,0,SE49,2019
SE49_10-12-2019.pdf,R.M. Occidente Félix Bulnes,33,2,0,1,0,0,0,SE49,2019
SE49_10-12-2019.pdf,R.M. Occidente San Juan de Dios,36,4,0,4,0,0,0,SE49,2019
SE49_10-12-2019.pdf,R.M. Suroriente Padre Hurtado,7,0,0,0,0,0,0,SE49,2019
SE49_10-12-2019.pdf,R.M. Oriente Hospital del Tórax,15,2,0,0,1,0,0,SE49,2019
SE49_10-12-2019.pdf,R.M. Oriente Hospital Militar,0,0,0,0,0,0,0,SE49,2019
SE49_10-12-2019.pdf,"Santiago, Consultorio Ariztía",3,0,0,0,0,0,0,SE49,2019
SE49_10-12-2019.pdf,Otros R.M**,1,1,0,0,0,1,0,SE49,2019
SE35_05-09-2023.pdf,R.M. Sur Exequiel González C.,46,15,0,0,8,0,0,SE35,2023
SE35_05-09-2023.pdf,R.M. Occidente Félix Bulnes,88,18,1,2,8,0,0,SE35,2023
SE35_05-09-2023.pdf,R.M. Occidente San Juan de Dios,101,11,0,0,7,0,1,SE35,2023
SE35_05-09-2023.pdf,R.M. Suroriente Padre Hurtado,96,6,1,2,2,0,1,SE35,2023
SE35_05-09-2023.pdf,R.M. Oriente Hospital del Tórax,43,2,0,0,2,0,0,SE35,2023
SE35_05-09-2023.pdf,R.M. Oriente Hospital Militar,6,3,0,0,2,0,0,SE35,2023
SE35_05-09-2023.pdf,"Santiago, Consultorio Steeger",1,0,0,0,0,0,0,SE35,2023
SE35_05-09-2023.pdf,"Santiago, Consultorio Avendaño",2,0,0,0,0,0,0,SE35,2023
SE35_05-09-2023.pdf,"Santiago, Consultorio 5",9,5,0,0,0,0,1,SE35,2023
SE35_05-09-2023.pdf,"Santiago, Consultorio Barros Luco",2,0,0,0,0,0,0,SE35,2023
SE35_05-09-2023.pdf,"Santiago, Consultorio Ariztía",2,1,0,0,0,0,1,SE35,2023
SE35_05-09-2023.pdf,Otros R.M**,3,3,0,0,0,0,3,SE35,2023
SE24_18-06-2024.pdf,R.M. Sur Exequiel González C.,100,64,30,5,4,8,0,SE24,2024
SE24_18-06-2024.pdf,R.M. Occidente Félix Bulnes,166,89,27,4,7,19,0,SE24,2024
SE24_18-06-2024.pdf,R.M. Occidente San Juan de Dios,140,38,7,1,2,13,0,SE24,2024
SE24_18-06-2024.pdf,R.M. Suroriente Padre Hurtado,232,46,20,3,0,19,1,SE24,2024
SE24_18-06-2024.pdf,R.M. Oriente Hospital del Tórax,8,2,0,0,1,0,0,SE24,2024
SE24_18-06-2024.pdf,R.M. Oriente Hospital Militar,4,1,0,0,0,1,0,SE24,2024
SE24_18-06-2024.pdf,"Santiago, Consultorio Steeger",7,4,1,0,1,0,0,SE24,2024
SE24_18-06-2024.pdf,"Santiago, Consultorio Avendaño",4,2,1,0,0,1,0,SE24,2024
SE24_18-06-2024.pdf,"Santiago, Consultorio 5",4,4,2,0,1,1,0,SE24,2024
SE24_18-06-2024.pdf,"Santiago, Consultorio Barros Luco",1,0,0,0,0,0,0,SE24,2024
SE24_18-06-2024.pdf,"Santiago, Consultorio Ariztía",4,1,0,0,0,1,0,SE24,2024
SE24_18-06-2024.pdf,Otros R.M**,5,5,0,0,0,5,0,SE24,2024
SE23_11-06-2024.pdf,R.M. Sur Exequiel González C.,80,56,17,2,4,16,0,SE23,2024
SE23_11-06-2024.pdf,R.M. Occidente Félix Bulnes,192,92,22,5,4,36,0,SE23,2024
SE23_11-06-2024.pdf,R.M. Occidente San Juan de Dios,203,57,2,3,3,35,0,SE23,2024
SE23_11-06-2024.pdf,R.M. Suroriente Padre Hurtado,264,70,12,4,1,48,0,SE23,2024
SE23_11-06-2024.pdf,R.M. Oriente Hospital del Tórax,7,3,0,0,2,1,0,SE23,2024
SE23_11-06-2024.pdf,R.M. Oriente Hospital Militar,3,0,0,0,0,0,0,SE23,2024
SE23_11-06-2024.pdf,"Santiago, Consultorio Steeger",10,4,0,0,1,2,0,SE23,2024
SE23_11-06-2024.pdf,"Santiago, Consultorio Avendaño",10,9,2,0,1,3,0,SE23,2024
SE23_11-06-2024.pdf,"Santiago, Consultorio 5",4,0,0,0,0,0,0,SE23,2024
SE23_11-06-2024.pdf,"Santiago, Consultorio Barros Luco",5,2,0,0,0,2,0,SE23,2024
SE23_11-06-2024.pdf,"Santiago, Consultorio Ariztía",14,12,0,0,1,6,0,SE23,2024
SE23_11-06-2024.pdf,Otros R.M**,10,10,0,0,0,10,0,SE23,2024
SE02_19-01-2020.pdf,R.M. Sur Exequiel González C.,4,0,0,0,0,0,0,SE02,2020
SE02_19-01-2020.pdf,R.M. Occidente Félix Bulnes,9,0,0,0,0,0,0,SE02,2020
SE02_19-01-2020.pdf,R.M. Occidente San Juan de Dios,35,0,0,0,0,0,0,SE02,2020
SE02_19-01-2020.pdf,R.M. Suroriente Padre Hurtado,0,0,0,0,0,0,0,SE02,2020
SE02_19-01-2020.pdf,R.M. Oriente Hospital del Tórax,13,0,0,0,0,0,0,SE02,2020
SE48_05-12-2023.pdf,R.M. Sur Exequiel González C.,25,0,0,0,0,0,0,SE48,2023
SE48_05-12-2023.pdf,R.M. Occidente Félix Bulnes,98,15,0,1,7,0,1,SE48,2023
SE48_05-12-2023.pdf,R.M. Occidente San Juan de Dios,106,14,0,0,3,2,0,SE48,2023
SE48_05-12-2023.pdf,R.M. Suroriente Padre Hurtado,61,3,0,1,1,1,0,SE48,2023
SE48_05-12-2023.pdf,R.M. Oriente Hospital del Tórax,44,2,0,0,2,0,0,SE48,2023
SE48_05-12-2023.pdf,R.M. Oriente Hospital Militar,9,3,0,0,2,0,0,SE48,2023
SE48_05-12-2023.pdf,"Santiago, Consultorio Steeger",5,1,0,0,1,0,0,SE48,2023
SE48_05-12-2023.pdf,"Santiago, Consultorio Avendaño",1,0,0,0,0,0,0,SE48,2023
SE48_05-12-2023.pdf,"Santiago, Consultorio 5",10,5,0,0,1,0,2,SE48,2023
SE48_05-12-2023.pdf,"Santiago, Consultorio Barros Luco",1,0,0,0,0,0,0,SE48,2023
SE48_05-12-2023.pdf,"Santiago, Consultorio Ariztía",1,0,0,0,0,0,0,SE48,2023
SE48_05-12-2023.pdf,Otros R.M**,4,4,0,0,0,2,2,SE48,2023
SE26_30-06-2020.pdf,R.M. Sur Exequiel González C.,6,0,0,0,0,0,0,SE26,2020
SE26_30-06-2020.pdf,R.M. Occidente Félix Bulnes*,0,0,0,0,0,0,0,SE26,2020
SE26_30-06-2020.pdf,R.M. Occidente San Juan de Dios,113,0,0,0,0,0,0,SE26,2020
SE26_30-06-2020.pdf,R.M. Suroriente Padre Hurtado*,0,0,0,0,0,0,0,SE26,2020
SE26_30-06-2020.pdf,R.M. Oriente Hospital del Tórax,53,0,0,0,0,0,0,SE26,2020
SE26_30-06-2020.pdf,R.M. Oriente Hospital Militar,29,1,0,0,1,0,0,SE26,2020
SE40_08-10-2019.pdf,R.M. Sur Exequiel González C.,44,11,1,0,2,0,1,SE40,2019
SE40_08-10-2019.pdf,R.M. Occidente Félix Bulnes,51,17,2,1,4,0,3,SE40,2019
SE40_08-10-2019.pdf,R.M. Occidente San Juan de Dios,68,19,0,2,0,0,14,SE40,2019
SE40_08-10-2019.pdf,R.M. Suroriente Padre Hurtado,43,8,2,0,3,0,0,SE40,2019
SE40_08-10-2019.pdf,R.M. Oriente Hospital del Tórax,15,3,0,0,0,0,1,SE40,2019
SE40_08-10-2019.pdf,R.M. Oriente Hospital Militar,9,3,0,0,0,0,1,SE40,2019
SE40_08-10-2019.pdf,"Santiago, Consultorio Ariztía",3,0,0,0,0,0,0,SE40,2019
SE40_08-10-2019.pdf,Otros R.M**,11,11,0,0,0,2,9,SE40,2019
SE28_17-07-2019.pdf,R.M. Sur Exequiel González C.,139,102,96,1,2,0,3,SE28,2019
SE28_17-07-2019.pdf,R.M. Occidente Félix Bulnes,221,149,127,2,4,7,6,SE28,2019
SE28_17-07-2019.pdf,R.M. Occidente San Juan de Dios,221,71,14,0,3,32,22,SE28,2019
SE28_17-07-2019.pdf,R.M. Suroriente Padre Hurtado,156,76,61,7,2,3,3,SE28,2019
SE28_17-07-2019.pdf,R.M. Oriente Hospital del Tórax,48,8,3,0,0,5,0,SE28,2019
SE28_17-07-2019.pdf,R.M. Oriente Hospital Militar,26,10,5,0,0,3,1,SE28,2019
SE28_17-07-2019.pdf,"Santiago, Consultorio Steeger",2,2,0,0,0,2,0,SE28,2019
SE28_17-07-2019.pdf,"Santiago, Consultorio Avendaño",8,3,1,0,0,1,1,SE28,2019
SE28_17-07-2019.pdf,"Santiago, Consultorio 5",2,0,0,0,0,0,0,SE28,2019
SE28_17-07-2019.pdf,"Santiago, Consultorio Barros Luco",3,0,0,0,0,0,0,SE28,2019
SE28_17-07-2019.pdf,"Santiago, Consultorio Ariztía",14,4,0,1,1,2,0,SE28,2019
SE28_17-07-2019.pdf,Otros R.M**,18,18,0,0,0,11,7,SE28,2019
SE39_04-10-2022.pdf,R.M. Sur Exequiel González C.,24,2,0,0,2,0,0,SE39,2022
SE39_04-10-2022.pdf,R.M. Occidente Félix Bulnes,76,14,0,3,8,3,0,SE39,2022
SE39_04-10-2022.pdf,R.M. Occidente San Juan de Dios,64,12,1,0,2,4,0,SE39,2022
SE39_04-10-2022.pdf,R.M. Suroriente Padre Hurtado,59,4,0,0,0,3,0,SE39,2022
SE39_04-10-2022.pdf,R.M. Oriente Hospital del Tórax,10,0,0,0,0,0,0,SE39,2022
SE39_04-10-2022.pdf,R.M. Oriente Hospital Militar,11,3,0,0,0,0,0,SE39,2022
SE39_04-10-2022.pdf,"Santiago, Consultorio Steeger",6,1,0,0,1,0,0,SE39,2022
SE39_04-10-2022.pdf,"Santiago, Consultorio Avendaño",2,0,0,0,0,0,0,SE39,2022
SE39_04-10-2022.pdf,"Santiago, Consultorio Barros Luco",3,0,0,0,0,0,0,SE39,2022
SE39_04-10-2022.pdf,"Santiago, Consultorio Ariztía",3,2,0,0,1,0,0,SE39,2022
SE39_04-10-2022.pdf,Otros R.M**,12,12,0,0,0,12,0,SE39,2022
SE28_20-07-2021.pdf,R.M. Sur Exequiel González C.,17,3,3,0,0,0,0,SE28,2021
SE28_20-07-2021.pdf,R.M. Occidente Félix Bulnes,23,4,4,0,0,0,0,SE28,2021
SE28_20-07-2021.pdf,R.M. Occidente San Juan de Dios,19,0,0,0,0,0,0,SE28,2021
SE28_20-07-2021.pdf,R.M. Suroriente Padre Hurtado,0,0,0,0,0,0,0,SE28,2021
SE28_20-07-2021.pdf,R.M. Oriente Hospital del Tórax,3,0,0,0,0,0,0,SE28,2021
SE28_20-07-2021.pdf,R.M. Oriente Hospital Militar,5,1,0,1,0,0,0,SE28,2021
SE28_20-07-2021.pdf,"Santiago, Consultorio Ariztía",2,0,0,0,0,0,0,SE28,2021
SE45_15-11-2022.pdf,R.M. Sur Exequiel González C.,17,3,0,0,1,1,0,SE45,2022
SE45_15-11-2022.pdf,R.M. Occidente Félix Bulnes,106,23,0,3,2,17,0,SE45,2022
SE45_15-11-2022.pdf,R.M. Occidente San Juan de Dios,62,18,0,0,0,9,1,SE45,2022
SE45_15-11-2022.pdf,R.M. Suroriente Padre Hurtado,119,20,0,0,0,18,0,SE45,2022
SE45_15-11-2022.pdf,R.M. Oriente Hospital del Tórax,15,0,0,0,0,0,0,SE45,2022
SE45_15-11-2022.pdf,R.M. Oriente Hospital Militar,8,7,0,0,0,2,0,SE45,2022
SE45_15-11-2022.pdf,"Santiago, Consultorio Steeger",6,2,0,1,1,0,0,SE45,2022
SE45_15-11-2022.pdf,"Santiago, Consultorio 5",1,0,0,0,0,0,0,SE45,2022
SE45_15-11-2022.pdf,"Santiago, Consultorio Barros Luco",6,1,0,0,0,1,0,SE45,2022
SE45_15-11-2022.pdf,"Santiago, Consultorio Ariztía",5,3,0,0,1,2,0,SE45,2022
SE45_15-11-2022.pdf,Otros R.M**,17,17,0,0,0,13,4,SE45,2022
SE14_13-04-2021.pdf,R.M. Sur Exequiel González C.,9,0,0,0,0,0,0,SE14,2021
SE14_13-04-2021.pdf,R.M. Occidente Félix Bulnes,23,1,1,0,0,0,0,SE14,2021
SE14_13-04-2021.pdf,R.M. Occidente San Juan de Dios,35,0,0,0,0,0,0,SE14,2021
SE14_13-04-2021.pdf,R.M. Suroriente Padre Hurtado,0,0,0,0,0,0,0,SE14,2021
SE14_13-04-2021.pdf,R.M. Oriente Hospital del Tórax,13,0,0,0,0,0,0,SE14,2021
SE14_13-04-2021.pdf,R.M. Oriente Hospital Militar,6,0,0,0,0,0,0,SE14,2021
SE14_13-04-2021.pdf,"Santiago, Consultorio Ariztía",1,0,0,0,0,0,0,SE14,2021
SE42_22-10-2019.pdf,R.M. Sur Exequiel González C.,43,6,0,1,0,0,1,SE42,2019
SE42_22-10-2019.pdf,R.M. Occidente Félix Bulnes,45,7,0,1,0,0,1,SE42,2019
SE42_22-10-2019.pdf,R.M. Occidente San Juan de Dios,115,18,1,3,0,4,7,SE42,2019
SE42_22-10-2019.pdf,R.M. Suroriente Padre Hurtado,37,3,0,2,0,0,0,SE42,2019
SE42_22-10-2019.pdf,R.M. Oriente Hospital del Tórax,17,1,0,0,0,0,1,SE42,2019
SE42_22-10-2019.pdf,R.M. Oriente Hospital Militar,6,3,0,0,1,0,0,SE42,2019
SE42_22-10-2019.pdf,"Santiago, Consultorio Ariztía",1,0,0,0,0,0,0,SE42,2019
SE42_22-10-2019.pdf,Otros R.M**,8,8,0,0,0,2,6,SE42,2019
SE39_03-10-2023.pdf,R.M. Sur Exequiel González C.,44,6,1,0,2,0,0,SE39,2023
SE39_03-10-2023.pdf,R.M. Occidente Félix Bulnes,117,33,0,1,23,1,1,SE39,2023
SE39_03-10-2023.pdf,R.M. Occidente San Juan de Dios,120,22,0,2,12,0,1,SE39,2023
SE39_03-10-2023.pdf,R.M. Suroriente Padre Hurtado,120,10,0,7,2,0,0,SE39,2023
SE39_03-10-2023.pdf,R.M. Oriente Hospital del Tórax,43,7,0,0,6,0,0,SE39,2023
SE39_03-10-2023.pdf,R.M. Oriente Hospital Militar,7,4,0,0,3,0,0,SE39,2023
SE39_03-10-2023.pdf,"Santiago, Consultorio Steeger",1,0,0,0,0,0,0,SE39,2023
SE39_03-10-2023.pdf,"Santiago, Consultorio Avendaño",1,0,0,0,0,0,0,SE39,2023
SE39_03-10-2023.pdf,"Santiago, Consultorio 5",15,7,0,1,5,0,0,SE39,2023
SE39_03-10-2023.pdf,"Santiago, Consultorio Barros Luco",1,0,0,0,0,0,0,SE39,2023
SE39_03-10-2023.pdf,"Santiago, Consultorio Ariztía",5,1,0,0,1,0,0,SE39,2023
SE39_03-10-2023.pdf,Otros R.M**,1,1,0,0,0,0,1,SE39,2023
SE34_29-08-2023.pdf,R.M. Sur Exequiel González C.,45,13,1,0,6,0,1,SE34,2023
SE34_29-08-2023.pdf,R.M. Occidente Félix Bulnes,94,28,3,3,14,0,0,SE34,2023
